Code
UIS.NERA.2
UIS.NERA.2.F
UIS.NERA.2.GPI
UIS.NERA.2.M
UIS.NERA.AGM1
UIS.NERA.AGM1.F
UIS.NERA.AGM1.M
SE.PRM.TENR
SE.PRM.TENR.FE
UIS.NERA.1.GPI
SE.PRM.TENR.MA
UIS.NERA.3
UIS.NERA.3.F
UIS.NERA.3.GPI
UIS.NERA.3.M
UIS.NIRA.1
UIS.NIRA.1.F
UIS.NIRA.1.GPI
UIS.NIRA.1.M
UIS.LPP.Ag15t99
UIS.LP.Ag15t99
UIS.LP.AG15T99.F
UIS.LP.Ag15t99.M
SE.ADT.LITR.ZS
SE.ADT.LITR.FE.ZS
UIS.LR.AG15T99.GPI
SE.ADT.LITR.MA.ZS
UIS.AFR.AGRADMG.1.PU
UIS.AFR.PBR.1.G1.PU.MATH
UIS.AFR.PBR.1.G2.PU.MATH
UIS.AFR.PBR.1.G3.PU.MATH
UIS.AFR.PBR.1.G4.PU.MATH
UIS.AFR.PBR.1.G5.PU.MATH
UIS.AFR.PBR.1.G6.PU.MATH
UIS.AFR.PBR.1.G7.PU.MATH
UIS.AFR.PBR.1.PU.MATH
UIS.AFR.PBR.1.G1.PU.READ
UIS.AFR.PBR.1.G2.PU.READ
UIS.AFR.PBR.1.G3.PU.READ
UIS.AFR.PBR.1.G4.PU.READ
UIS.AFR.PBR.1.G5.PU.READ
UIS.AFR.PBR.1.G6.PU.READ
UIS.AFR.PBR.1.G7.PU.READ
UIS.AFR.PBR.1.PU.READ
UIS.AFR.CS.1.PU
UIS.AFR.CS.MG.1.PU
UIS.AFR.CS.SG.1.G1.PU
UIS.AFR.CS.SG.1.G2.PU
UIS.AFR.CS.SG.1.G3.PU
UIS.AFR.CS.SG.1.G4.PU
UIS.AFR.CS.SG.1.G5.PU
UIS.AFR.CS.SG.1.G6.PU
UIS.AFR.CS.SG.1.G7.PU
UIS.AFR.CS.SG.1.PU
UIS.AFR.GTC.2.T
UIS.AFR.GTC.2.F
UIS.AFR.GTC.1T3.T
UIS.AFR.GTC.1T3.F
UIS.AFR.GTC.1.T
UIS.AFR.GTC.1.F
UIS.AFR.GTC.UK.T
UIS.AFR.GTC.UK.F
UIS.AFR.GTC.3.T
UIS.AFR.GTC.3.F
UIS.AFR.TRNTP.2.PU.F
UIS.AFR.TRNTP.1.PU.F
UIS.AFR.TRNTP.3.PU.F
UIS.AFR.NTP.2.PU.F
UIS.AFR.NTP.1.PU.F
UIS.AFR.NTP.3.PU.F
UIS.AFR.SCHBSP.2.PU.MIXTOIL
UIS.AFR.TRNTP.2.PU.M
UIS.AFR.TRNTP.1.PU.M
UIS.AFR.TRNTP.3.PU.M
UIS.AFR.NTP.2.PU.M
UIS.AFR.NTP.1.PU.M
UIS.AFR.NTP.3.PU.M
UIS.AFR.FNTP.2
UIS.AFR.TRNTP.2.PU.T
UIS.AFR.FNTP.1
UIS.AFR.TRNTP.1.PU.T
UIS.AFR.FNTP.3
UIS.AFR.TRNTP.3.PU.T
UIS.AFR.ECP.MG.1.PU
UIS.AFR.SCHBSP.1.PU.MIXTOIL
UIS.AFR.NTP.2.PU.T
UIS.AFR.NTP.1.PU.T
UIS.AFR.NTP.3.PU.T
UIS.AFR.SCHBSP.2.PU.WELEC
UIS.AFR.SCHBSP.1.PU.WELEC
UIS.AFR.GTCTR.2.T
UIS.AFR.GTCTR.2.F
UIS.AFR.GTCTR.2.M
UIS.AFR.GTCTR.1.T
UIS.AFR.GTCTR.1.F
UIS.AFR.GTCTR.1.M
UIS.AFR.GTCTR.3.T
UIS.AFR.GTCTR.3.F
UIS.AFR.GTCTR.3.M
UIS.AFR.SCHCENRESPR.1.PU
UIS.AFR.SCHCENRESPR.23.PU
UIS.XSPENDP.2.FDPUB.FNS
UIS.XSPENDP.4.FDPUB.FNS
UIS.XSPENDP.0.FDPUB.FNS
UIS.XSPENDP.1.FDPUB.FNS
UIS.XSPENDP.FDPUB.FNS
UIS.XSPENDP.23.FDPUB.FNS
UIS.XSpendP.56.Fdpub.Fns
UIS.XSPENDP.3.FDPUB.FNS
OECD.TSAL.2.E10
OECD.TSAL.2.E15
OECD.TSAL.2.E0
OECD.TSAL.2.ETOP
OECD.TSAL.0.E10
OECD.TSAL.0.E15
OECD.TSAL.0.E0
OECD.TSAL.0.ETOP
OECD.TSAL.1.E10
OECD.TSAL.1.E15
OECD.TSAL.1.E0
OECD.TSAL.1.ETOP
OECD.TSAL.3.E10
OECD.TSAL.3.E15
OECD.TSAL.3.E0
OECD.TSAL.3.ETOP
BAR.PRM.SCHL.15UP.FE
BAR.PRM.SCHL.15UP
BAR.PRM.SCHL.1519.FE
BAR.PRM.SCHL.1519
BAR.PRM.SCHL.2024.FE
BAR.PRM.SCHL.2024
BAR.PRM.SCHL.25UP.FE
BAR.PRM.SCHL.25UP
BAR.PRM.SCHL.2529.FE
BAR.PRM.SCHL.2529
BAR.PRM.SCHL.3034.FE
BAR.PRM.SCHL.3034
BAR.PRM.SCHL.3539.FE
BAR.PRM.SCHL.3539
BAR.PRM.SCHL.4044.FE
BAR.PRM.SCHL.4044
BAR.PRM.SCHL.4549.FE
BAR.PRM.SCHL.4549
BAR.PRM.SCHL.5054.FE
BAR.PRM.SCHL.5054
BAR.PRM.SCHL.5559.FE
BAR.PRM.SCHL.5559
BAR.PRM.SCHL.6064.FE
BAR.PRM.SCHL.6064
BAR.PRM.SCHL.6569.FE
BAR.PRM.SCHL.6569
BAR.PRM.SCHL.7074.FE
BAR.PRM.SCHL.7074
