Code
PA.NUS.PPP.05
PA.NUS.PRVT.PP.05
EG.CFT.ACCS.ZS
EG.ELC.ACCS.ZS
EG.ELC.ACCS.RU.ZS
EG.ELC.ACCS.UR.ZS
FX.OWN.TOTL.ZS
FX.OWN.TOTL.FE.ZS
FX.OWN.TOTL.MA.ZS
FX.OWN.TOTL.OL.ZS
FX.OWN.TOTL.40.ZS
FX.OWN.TOTL.PL.ZS
FX.OWN.TOTL.60.ZS
FX.OWN.TOTL.SO.ZS
FX.OWN.TOTL.YG.ZS
per_si_allsi.adq_pop_tot
per_allsp.adq_pop_tot
per_sa_allsa.adq_pop_tot
per_lm_alllm.adq_pop_tot
SE.PRM.TENR
SE.PRM.TENR.FE
SE.PRM.TENR.MA
NY.ADJ.NNTY.KD.ZG
NY.ADJ.NNTY.KD
NY.ADJ.NNTY.CD
NY.ADJ.NNTY.PC.KD.ZG
NY.ADJ.NNTY.PC.KD
NY.ADJ.NNTY.PC.CD
NY.ADJ.SVNX.GN.ZS
NY.ADJ.SVNX.CD
NY.ADJ.SVNG.GN.ZS
NY.ADJ.SVNG.CD
NY.ADJ.DCO2.GN.ZS
NY.ADJ.DCO2.CD
NY.ADJ.DKAP.GN.ZS
NY.ADJ.DKAP.CD
NY.ADJ.AEDU.GN.ZS
NY.ADJ.AEDU.CD
NY.ADJ.DNGY.GN.ZS
NY.ADJ.DNGY.CD
NY.ADJ.ICTR.GN.ZS
NY.ADJ.DMIN.GN.ZS
NY.ADJ.DMIN.CD
NY.ADJ.DRES.GN.ZS
NY.ADJ.DFOR.GN.ZS
NY.ADJ.DFOR.CD
NY.ADJ.NNAT.GN.ZS
NY.ADJ.NNAT.CD
NY.ADJ.DPEM.GN.ZS
NY.ADJ.DPEM.CD
SP.ADO.TFRT
SE.SEC.UNER.LO.ZS
SE.SEC.UNER.LO.FE.ZS
SE.SEC.UNER.LO.MA.ZS
SH.HIV.INCD.TL
SH.HIV.INCD
SP.POP.DPND
SP.POP.DPND.OL
SP.POP.DPND.YG
AG.LND.IRIG.AG.ZS
AG.LND.AGRI.ZS
AG.LND.AGRI.K2
AG.AGR.TRAC.NO
AG.LND.TRAC.ZS
EN.ATM.METH.AG.ZS
EN.ATM.METH.AG.KT.CE
EN.ATM.NOXE.AG.ZS
EN.ATM.NOXE.AG.KT.CE
TX.VAL.AGRI.ZS.UN
TM.VAL.AGRI.ZS.UN
NV.AGR.TOTL.ZS
NV.AGR.TOTL.KD.ZG
NV.AGR.TOTL.KD
NV.AGR.TOTL.KN
NV.AGR.TOTL.CN
NV.AGR.TOTL.CD
NV.AGR.EMPL.KD
IS.AIR.GOOD.MT.K1
IS.AIR.PSGR
IS.AIR.DPRT
EG.USE.COMM.CL.ZS
ER.H2O.FWAG.ZS
ER.H2O.FWDM.ZS
ER.H2O.FWIN.ZS
ER.H2O.FWTL.ZS
ER.H2O.FWTL.K3
SI.SPR.PC40.ZG
SI.SPR.PCAP.ZG
SH.HIV.ARTC.ZS
SH.HIV.PMTC.ZS
ER.FSH.AQUA.MT
AG.LND.ARBL.ZS
AG.LND.ARBL.HA.PC
AG.LND.ARBL.HA
SH.STA.ARIC.ZS
MS.MIL.TOTL.TF.ZS
MS.MIL.TOTL.P1
MS.MIL.XPRT.KD
MS.MIL.MPRT.KD
FB.ATM.TOTL.P5
IC.TAX.METG
AG.LND.PRCP.MM
IC.CUS.DURS.EX
SI.RMT.COST.OB.ZS
SI.RMT.COST.IB.ZS
SL.TLF.0714.SW.TM
SL.TLF.0714.SW.FE.TM
SL.TLF.0714.SW.MA.TM
SL.TLF.0714.WK.TM
SL.TLF.0714.WK.FE.TM
SL.TLF.0714.WK.MA.TM
FB.BNK.CAPA.ZS
FD.RES.LIQU.AS.ZS
FB.AST.NPER.ZS
VC.BTL.DETH
per_si_allsi.ben_q1_tot
per_allsp.ben_q1_tot
per_sa_allsa.ben_q1_tot
per_lm_alllm.ben_q1_tot
TM.TAX.MRCH.BC.ZS
TM.TAX.MANF.BC.ZS
TM.TAX.TCOM.BC.ZS
EN.BIR.THRD.NO
SP.DYN.CBRT.IN
SH.STA.BRTC.ZS
FB.CBK.BRWR.P3
TM.TAX.MRCH.BR.ZS
TM.TAX.MANF.BR.ZS
TM.TAX.TCOM.BR.ZS
IC.FRM.BRIB.ZS
FM.LBL.BMNY.GD.ZS
